face_images,answer
left_face_111 right_face_111,0.45424431562423706
left_face_112 right_face_112,0.18287070095539093
left_face_113 right_face_113,0.5636110305786133
left_face_114 right_face_114,0.673591673374176
left_face_115 right_face_115,0.42230257391929626
left_face_116 right_face_116,0.5086808204650879
left_face_117 right_face_117,0.4861753582954407
left_face_118 right_face_118,0.5542817711830139
left_face_119 right_face_119,0.4257742166519165
left_face_120 right_face_120,0.476713627576828
left_face_121 right_face_121,0.5724993348121643
left_face_122 right_face_122,0.4689549207687378
left_face_123 right_face_123,0.5413057208061218
left_face_124 right_face_124,0.6278306841850281
left_face_125 right_face_125,0.6439887881278992
left_face_126 right_face_126,0.4131862223148346
left_face_127 right_face_127,0.7232952117919922
left_face_128 right_face_128,0.6014461517333984
left_face_129 right_face_129,0.6491637825965881
left_face_130 right_face_130,0.5593768358230591
left_face_131 right_face_131,0.3073839545249939
left_face_132 right_face_132,0.4535475969314575
left_face_133 right_face_133,0.5834594964981079
left_face_134 right_face_134,0.5924797058105469
left_face_135 right_face_135,0.5920075178146362
left_face_136 right_face_136,0.5449428558349609
left_face_137 right_face_137,0.6490284204483032
left_face_138 right_face_138,0.7045277953147888
left_face_139 right_face_139,0.5080151557922363
left_face_140 right_face_140,0.7940652370452881
left_face_141 right_face_141,0.6927905678749084
left_face_142 right_face_142,0.7403457760810852
left_face_143 right_face_143,0.6940764784812927
left_face_144 right_face_144,0.5884823203086853
left_face_145 right_face_145,0.6348167657852173
left_face_146 right_face_146,0.6207658052444458
left_face_147 right_face_147,0.45582953095436096
left_face_148 right_face_148,0.5158336162567139
left_face_149 right_face_149,0.36463624238967896
left_face_150 right_face_150,0.21417418122291565
left_face_151 right_face_151,0.6484169363975525
left_face_152 right_face_152,0.36734530329704285
left_face_153 right_face_153,0.10277348011732101
left_face_154 right_face_154,0.3934553265571594
left_face_155 right_face_155,0.4653683304786682
left_face_156 right_face_156,0.34758806228637695
left_face_157 right_face_157,0.5165296196937561
left_face_158 right_face_158,0.35732799768447876
left_face_159 right_face_159,0.7802935242652893
left_face_160 right_face_160,0.5553668737411499
left_face_161 right_face_161,0.7931022047996521
left_face_162 right_face_162,0.52821284532547
left_face_163 right_face_163,0.4172002375125885
left_face_164 right_face_164,0.7812129855155945
left_face_165 right_face_165,0.6717478036880493
left_face_166 right_face_166,0.5542458295822144
left_face_167 right_face_167,0.40838950872421265
left_face_168 right_face_168,0.2312196046113968
left_face_169 right_face_169,0.4931434392929077
left_face_170 right_face_170,0.2812218964099884
left_face_171 right_face_171,0.1999693214893341
left_face_172 right_face_172,0.6440746784210205
left_face_173 right_face_173,0.4131338894367218
left_face_174 right_face_174,0.419024795293808
left_face_175 right_face_175,0.6634405851364136
left_face_176 right_face_176,0.7032011151313782
left_face_177 right_face_177,0.2910178005695343
left_face_178 right_face_178,0.6829423904418945
left_face_179 right_face_179,0.5244153738021851
left_face_180 right_face_180,0.35538792610168457
left_face_181 right_face_181,0.3692854642868042
left_face_182 right_face_182,0.4378996193408966
left_face_183 right_face_183,0.45298105478286743
left_face_184 right_face_184,0.27234774827957153
left_face_185 right_face_185,0.2025974988937378
left_face_186 right_face_186,0.6981880068778992
left_face_187 right_face_187,0.45235326886177063
left_face_188 right_face_188,0.6425675749778748
left_face_189 right_face_189,0.39555174112319946
left_face_190 right_face_190,0.49513038992881775
left_face_191 right_face_191,0.46973955631256104
left_face_192 right_face_192,0.3792334794998169
left_face_193 right_face_193,-0.050357915461063385
left_face_194 right_face_194,-0.01316650491207838
left_face_195 right_face_195,0.49565500020980835
left_face_196 right_face_196,0.547660768032074
left_face_197 right_face_197,0.5297366976737976
left_face_198 right_face_198,0.679412841796875
left_face_199 right_face_199,0.6193912029266357
left_face_200 right_face_200,0.6196364760398865
left_face_201 right_face_201,0.2339048981666565
left_face_202 right_face_202,0.23978300392627716
left_face_203 right_face_203,0.40488681197166443
left_face_204 right_face_204,0.004318457096815109
left_face_205 right_face_205,0.46607986092567444
left_face_206 right_face_206,0.4641035199165344
left_face_207 right_face_207,0.37883925437927246
left_face_208 right_face_208,0.6534110307693481
left_face_209 right_face_209,0.32440516352653503
left_face_210 right_face_210,0.6008819937705994
left_face_211 right_face_211,0.679259181022644
left_face_212 right_face_212,0.6139215230941772
left_face_213 right_face_213,0.652738630771637
left_face_214 right_face_214,0.5179545879364014
left_face_215 right_face_215,0.05310222506523132
left_face_216 right_face_216,0.5839447379112244
left_face_217 right_face_217,0.591045618057251
left_face_218 right_face_218,0.43136054277420044
left_face_219 right_face_219,0.6607861518859863
left_face_220 right_face_220,0.5927265286445618
left_face_221 right_face_221,0.3332369923591614
left_face_222 right_face_222,0.3589363098144531
left_face_223 right_face_223,0.1315612941980362
left_face_224 right_face_224,0.5006749629974365
left_face_225 right_face_225,0.6883111596107483
left_face_226 right_face_226,0.6265366077423096
left_face_227 right_face_227,0.6975016593933105
left_face_228 right_face_228,0.5743706226348877
left_face_229 right_face_229,0.4776044189929962
left_face_230 right_face_230,0.5153408646583557
left_face_231 right_face_231,0.5512275695800781
left_face_232 right_face_232,0.5402187705039978
left_face_233 right_face_233,0.5855263471603394
left_face_234 right_face_234,0.5744360089302063
left_face_235 right_face_235,0.6283534169197083
left_face_236 right_face_236,0.3491710424423218
left_face_237 right_face_237,0.4209935665130615
left_face_238 right_face_238,0.39560097455978394
left_face_239 right_face_239,0.4948691427707672
left_face_240 right_face_240,0.47673746943473816
left_face_241 right_face_241,0.4347025156021118
left_face_242 right_face_242,0.3127102851867676
left_face_243 right_face_243,0.5767924189567566
left_face_244 right_face_244,0.563133716583252
left_face_245 right_face_245,0.4866618514060974
left_face_246 right_face_246,0.6715662479400635
left_face_247 right_face_247,0.5328329205513
left_face_248 right_face_248,0.3293807804584503
left_face_249 right_face_249,0.6115778088569641
left_face_250 right_face_250,0.5741703510284424
left_face_251 right_face_251,0.5831112265586853
left_face_252 right_face_252,0.5091570615768433
left_face_253 right_face_253,0.56708824634552
left_face_254 right_face_254,0.4272286891937256
left_face_255 right_face_255,0.5572209358215332
left_face_256 right_face_256,0.41232210397720337
left_face_257 right_face_257,0.6181739568710327
left_face_258 right_face_258,0.3961070775985718
left_face_259 right_face_259,0.5130305290222168
left_face_260 right_face_260,0.5837002992630005
left_face_261 right_face_261,0.5274567008018494
left_face_262 right_face_262,0.4672435224056244
left_face_263 right_face_263,0.5086829662322998
left_face_264 right_face_264,0.5790787935256958
left_face_265 right_face_265,0.6901654601097107
left_face_266 right_face_266,0.5552892684936523
left_face_267 right_face_267,0.5299519300460815
left_face_268 right_face_268,0.15710356831550598
left_face_269 right_face_269,0.6621697545051575
left_face_270 right_face_270,0.6041103005409241
left_face_271 right_face_271,0.5708988904953003
left_face_272 right_face_272,-0.031441811472177505
left_face_273 right_face_273,0.6052955985069275
left_face_274 right_face_274,0.342641681432724
left_face_275 right_face_275,0.7253530621528625
left_face_276 right_face_276,0.3104636073112488
left_face_277 right_face_277,0.6600332260131836
left_face_278 right_face_278,0.30850520730018616
left_face_279 right_face_279,0.38866493105888367
left_face_280 right_face_280,0.32365021109580994
left_face_281 right_face_281,0.7416831254959106
left_face_282 right_face_282,0.7304538488388062
left_face_283 right_face_283,0.4858747124671936
left_face_284 right_face_284,0.6215538382530212
left_face_285 right_face_285,0.6696426272392273
left_face_286 right_face_286,0.8023272156715393
left_face_287 right_face_287,0.5235392451286316
left_face_288 right_face_288,0.48307669162750244
left_face_289 right_face_289,0.6770689487457275
left_face_290 right_face_290,0.5589223504066467
left_face_291 right_face_291,0.41404449939727783
left_face_292 right_face_292,0.6538519859313965
left_face_293 right_face_293,0.18594704568386078
left_face_294 right_face_294,0.8945044875144958
left_face_295 right_face_295,0.38915127515792847
left_face_296 right_face_296,0.5680569410324097
left_face_297 right_face_297,0.2997002601623535
left_face_298 right_face_298,0.659108579158783
left_face_299 right_face_299,0.6504265666007996
left_face_300 right_face_300,0.08274086564779282
left_face_301 right_face_301,0.10111747682094574
left_face_302 right_face_302,-0.05499149113893509
left_face_303 right_face_303,0.010823627933859825
left_face_304 right_face_304,0.11637097597122192
left_face_305 right_face_305,-0.004404722712934017
left_face_306 right_face_306,0.09070950746536255
left_face_307 right_face_307,-0.018552813678979874
left_face_308 right_face_308,-0.0504845455288887
left_face_309 right_face_309,0.05239107459783554
left_face_310 right_face_310,0.047623880207538605
left_face_311 right_face_311,0.06467454135417938
left_face_312 right_face_312,0.1035202294588089
left_face_313 right_face_313,-0.06729128956794739
left_face_314 right_face_314,-0.013672959990799427
left_face_315 right_face_315,0.034912481904029846
left_face_316 right_face_316,-0.031232893466949463
left_face_317 right_face_317,0.01763760857284069
left_face_318 right_face_318,0.031782615929841995
left_face_319 right_face_319,-0.004574239253997803
left_face_320 right_face_320,0.0842546597123146
left_face_321 right_face_321,0.1535043865442276
left_face_322 right_face_322,-0.04846451058983803
left_face_323 right_face_323,0.1288118213415146
left_face_324 right_face_324,-0.009460869245231152
left_face_325 right_face_325,0.12177768349647522
left_face_326 right_face_326,0.1275702565908432
left_face_327 right_face_327,0.03776361420750618
left_face_328 right_face_328,0.03761949762701988
left_face_329 right_face_329,0.10076254606246948
left_face_330 right_face_330,-0.015334703028202057
left_face_331 right_face_331,0.04791513457894325
left_face_332 right_face_332,0.02193199284374714
left_face_333 right_face_333,0.008187162689864635
left_face_334 right_face_334,0.057091131806373596
left_face_335 right_face_335,0.017599740996956825
left_face_336 right_face_336,-0.016567936167120934
left_face_337 right_face_337,-0.0834510326385498
left_face_338 right_face_338,-0.030889665707945824
left_face_339 right_face_339,0.11442054808139801
left_face_340 right_face_340,0.020940490067005157
left_face_341 right_face_341,0.030026618391275406
left_face_342 right_face_342,0.07061564922332764
left_face_343 right_face_343,0.059504516422748566
left_face_344 right_face_344,0.2034897804260254
left_face_345 right_face_345,0.07923677563667297
left_face_346 right_face_346,0.07865080237388611
left_face_347 right_face_347,0.009789934381842613
left_face_348 right_face_348,-0.038607608526945114
left_face_349 right_face_349,0.058825165033340454
left_face_350 right_face_350,-0.0033500150311738253
left_face_351 right_face_351,0.026626070961356163
left_face_352 right_face_352,0.024709999561309814
left_face_353 right_face_353,0.016091637313365936
left_face_354 right_face_354,-0.05024510622024536
left_face_355 right_face_355,0.14913734793663025
left_face_356 right_face_356,-0.020706942304968834
left_face_357 right_face_357,0.029340840876102448
left_face_358 right_face_358,0.061177924275398254
left_face_359 right_face_359,-0.009291773661971092
left_face_360 right_face_360,0.04737933725118637
left_face_361 right_face_361,0.14692778885364532
left_face_362 right_face_362,-0.026893453672528267
left_face_363 right_face_363,0.260943204164505
left_face_364 right_face_364,0.17960011959075928
left_face_365 right_face_365,0.06279633939266205
left_face_366 right_face_366,-0.021218232810497284
left_face_367 right_face_367,-0.003755135927349329
left_face_368 right_face_368,0.021189043298363686
left_face_369 right_face_369,0.09616350382566452
left_face_370 right_face_370,-0.04197037220001221
left_face_371 right_face_371,0.015591312199831009
left_face_372 right_face_372,0.09443728625774384
left_face_373 right_face_373,0.03428442031145096
left_face_374 right_face_374,0.012417654506862164
left_face_375 right_face_375,0.1329951286315918
left_face_376 right_face_376,-0.019824743270874023
left_face_377 right_face_377,0.18523356318473816
left_face_378 right_face_378,0.01621204987168312
left_face_379 right_face_379,0.10708113759756088
left_face_380 right_face_380,0.1485418826341629
left_face_381 right_face_381,0.010110417380928993
left_face_382 right_face_382,0.09697136282920837
left_face_383 right_face_383,0.0459582656621933
left_face_384 right_face_384,0.0725809633731842
left_face_385 right_face_385,0.019900092855095863
left_face_386 right_face_386,-0.11076474189758301
left_face_387 right_face_387,0.024906275793910027
left_face_388 right_face_388,0.07672370225191116
left_face_389 right_face_389,-0.007842215709388256
left_face_390 right_face_390,0.028815142810344696
left_face_391 right_face_391,0.04804548621177673
left_face_392 right_face_392,-0.037833765149116516
left_face_393 right_face_393,0.18957147002220154
left_face_394 right_face_394,0.014666227623820305
left_face_395 right_face_395,0.0509173721075058
left_face_396 right_face_396,-0.08673838526010513
left_face_397 right_face_397,-0.0832909494638443
left_face_398 right_face_398,0.09297877550125122
left_face_399 right_face_399,0.04279608279466629
left_face_400 right_face_400,0.06602147966623306
left_face_401 right_face_401,0.003336425172165036
left_face_402 right_face_402,0.06021437421441078
left_face_403 right_face_403,0.062253858894109726
left_face_404 right_face_404,-0.039449144154787064
left_face_405 right_face_405,0.05179273709654808
left_face_406 right_face_406,0.09481027722358704
left_face_407 right_face_407,0.03167323023080826
left_face_408 right_face_408,0.1026901826262474
left_face_409 right_face_409,0.09576652199029922
left_face_410 right_face_410,0.05240148678421974
left_face_411 right_face_411,0.09784483909606934
left_face_412 right_face_412,0.05256060138344765
left_face_413 right_face_413,0.11677874624729156
left_face_414 right_face_414,0.04087192937731743
left_face_415 right_face_415,0.09145458787679672
left_face_416 right_face_416,0.0478874146938324
left_face_417 right_face_417,-0.029121628031134605
left_face_418 right_face_418,0.03074975311756134
left_face_419 right_face_419,-0.11319874227046967
left_face_420 right_face_420,-0.03365695849061012
left_face_421 right_face_421,-0.03509211912751198
left_face_422 right_face_422,0.0741565078496933
left_face_423 right_face_423,0.09612894803285599
left_face_424 right_face_424,0.040925584733486176
left_face_425 right_face_425,0.009638525545597076
left_face_426 right_face_426,0.017534833401441574
left_face_427 right_face_427,0.13178011775016785
left_face_428 right_face_428,-0.12153059244155884
left_face_429 right_face_429,0.055009596049785614
left_face_430 right_face_430,-0.04213724285364151
left_face_431 right_face_431,0.11649537831544876
left_face_432 right_face_432,0.02903580851852894
left_face_433 right_face_433,0.041047852486371994
left_face_434 right_face_434,-0.03509903699159622
left_face_435 right_face_435,0.028489520773291588
left_face_436 right_face_436,-0.009805181995034218
left_face_437 right_face_437,0.18755708634853363
left_face_438 right_face_438,0.07809799909591675
left_face_439 right_face_439,0.07217086106538773
left_face_440 right_face_440,0.07903178781270981
left_face_441 right_face_441,-0.014042137190699577
left_face_442 right_face_442,0.01732436940073967
left_face_443 right_face_443,-0.009338642470538616
left_face_444 right_face_444,0.008111372590065002
left_face_445 right_face_445,0.053639039397239685
left_face_446 right_face_446,0.038936689496040344
left_face_447 right_face_447,0.08293648809194565
left_face_448 right_face_448,-0.01290850155055523
left_face_449 right_face_449,0.06460099667310715
left_face_450 right_face_450,-0.06792984902858734
left_face_451 right_face_451,0.06491395086050034
left_face_452 right_face_452,0.045502327382564545
left_face_453 right_face_453,0.09126482903957367
left_face_454 right_face_454,-0.02900705486536026
left_face_455 right_face_455,-0.030331391841173172
left_face_456 right_face_456,-0.11997045576572418
left_face_457 right_face_457,0.07764288783073425
left_face_458 right_face_458,0.091517873108387
left_face_459 right_face_459,0.16197620332241058
left_face_460 right_face_460,0.03015056811273098
left_face_461 right_face_461,0.11129534244537354
left_face_462 right_face_462,0.06863117963075638
left_face_463 right_face_463,0.149871826171875
left_face_464 right_face_464,0.024227725341916084
left_face_465 right_face_465,0.010266345925629139
left_face_466 right_face_466,0.09805634617805481
left_face_467 right_face_467,0.04734231159090996
left_face_468 right_face_468,0.035321127623319626
left_face_469 right_face_469,-0.0037353667430579662
left_face_470 right_face_470,-0.03286103531718254
left_face_471 right_face_471,0.0374944731593132
left_face_472 right_face_472,0.041242990642786026
left_face_473 right_face_473,0.08848653733730316
left_face_474 right_face_474,0.03349277377128601
left_face_475 right_face_475,0.08651909977197647
left_face_476 right_face_476,0.017405780032277107
left_face_477 right_face_477,0.01845720410346985
left_face_478 right_face_478,0.021293651312589645
left_face_479 right_face_479,0.06530537456274033
left_face_480 right_face_480,-0.043770164251327515
left_face_481 right_face_481,0.10061413794755936
left_face_482 right_face_482,0.023234141990542412
left_face_483 right_face_483,0.06430298089981079
left_face_484 right_face_484,0.12882886826992035
left_face_485 right_face_485,0.13244271278381348
left_face_486 right_face_486,-0.013570506125688553
left_face_487 right_face_487,0.1553378850221634
left_face_488 right_face_488,0.05675888806581497
left_face_489 right_face_489,0.16202352941036224
left_face_490 right_face_490,-0.046379804611206055
left_face_491 right_face_491,0.13149133324623108
left_face_492 right_face_492,-0.05369846895337105
left_face_493 right_face_493,0.04089407995343208
left_face_494 right_face_494,0.00812789611518383
left_face_495 right_face_495,-0.0630156546831131
left_face_496 right_face_496,-0.11841492354869843
left_face_497 right_face_497,0.042293746024370193
left_face_498 right_face_498,0.051982294768095016
left_face_499 right_face_499,-0.009682354517281055
left_face_500 right_face_500,0.16465717554092407
left_face_501 right_face_501,0.0019819748122245073
left_face_502 right_face_502,0.0017756635788828135
left_face_503 right_face_503,0.03578484058380127
left_face_504 right_face_504,0.13688156008720398
left_face_505 right_face_505,-0.08765038102865219
left_face_506 right_face_506,0.05070464685559273
left_face_507 right_face_507,0.08862914890050888
left_face_508 right_face_508,0.06218620762228966
left_face_509 right_face_509,-0.02917524054646492
left_face_510 right_face_510,-0.005472487770020962
left_face_511 right_face_511,0.0655236691236496
left_face_512 right_face_512,0.1154603585600853
left_face_513 right_face_513,0.07221409678459167
left_face_514 right_face_514,0.010416919365525246
left_face_515 right_face_515,0.14846444129943848
left_face_516 right_face_516,-0.007872642949223518
left_face_517 right_face_517,0.016665583476424217
left_face_518 right_face_518,-0.05878746509552002
left_face_519 right_face_519,0.1440408080816269
left_face_520 right_face_520,-0.009143378585577011
left_face_521 right_face_521,0.07844647020101547
left_face_522 right_face_522,-0.0004057973565068096
left_face_523 right_face_523,-0.0017098408425226808
left_face_524 right_face_524,0.058465514332056046
left_face_525 right_face_525,0.03947382792830467
left_face_526 right_face_526,0.006985550746321678
left_face_527 right_face_527,0.035103604197502136
left_face_528 right_face_528,0.07738277316093445
left_face_529 right_face_529,-0.017349638044834137
left_face_530 right_face_530,-0.037830695509910583
left_face_531 right_face_531,0.05913568660616875
left_face_532 right_face_532,0.2135395109653473
left_face_533 right_face_533,0.019851015880703926
left_face_534 right_face_534,0.08293011784553528
left_face_535 right_face_535,0.03810197487473488
left_face_536 right_face_536,0.024197913706302643
left_face_537 right_face_537,0.01908787153661251
left_face_538 right_face_538,0.08719676733016968
left_face_539 right_face_539,0.026909613981842995
left_face_540 right_face_540,0.09745485335588455
left_face_541 right_face_541,0.022409962490200996
left_face_542 right_face_542,0.11182793229818344
left_face_543 right_face_543,-0.033345192670822144
left_face_544 right_face_544,-0.009775721468031406
left_face_545 right_face_545,-0.05123438686132431
left_face_546 right_face_546,0.06722450256347656
left_face_547 right_face_547,0.09668681025505066
left_face_548 right_face_548,0.043892282992601395
left_face_549 right_face_549,-0.006327314302325249
left_face_550 right_face_550,0.09984651207923889
left_face_551 right_face_551,0.006449912209063768
left_face_552 right_face_552,0.06925748288631439
left_face_553 right_face_553,0.09245970100164413
left_face_554 right_face_554,-0.08977127075195312
left_face_555 right_face_555,0.06145067140460014
left_face_556 right_face_556,0.027197955176234245
left_face_557 right_face_557,0.04956439509987831
left_face_558 right_face_558,-0.011830417439341545
left_face_559 right_face_559,0.09600070863962173
left_face_560 right_face_560,0.16025778651237488
left_face_561 right_face_561,0.04087236523628235
left_face_562 right_face_562,-0.034480247646570206
left_face_563 right_face_563,0.0771920457482338
left_face_564 right_face_564,-0.04172724112868309
left_face_565 right_face_565,-0.027007004246115685
left_face_566 right_face_566,-0.011045983992516994
left_face_567 right_face_567,0.07895343750715256
left_face_568 right_face_568,0.08750816434621811
left_face_569 right_face_569,0.04331185668706894
left_face_570 right_face_570,0.060343049466609955
left_face_571 right_face_571,0.06569481641054153
left_face_572 right_face_572,0.04407896846532822
left_face_573 right_face_573,0.23551258444786072
left_face_574 right_face_574,0.04498198255896568
left_face_575 right_face_575,0.031123071908950806
left_face_576 right_face_576,-0.025625795125961304
left_face_577 right_face_577,0.07131218165159225
left_face_578 right_face_578,0.06593518704175949
left_face_579 right_face_579,0.20292551815509796
left_face_580 right_face_580,-0.04202830046415329
left_face_581 right_face_581,-0.03041134588420391
left_face_582 right_face_582,0.0354539230465889
left_face_583 right_face_583,0.14608286321163177
left_face_584 right_face_584,0.11746734380722046
left_face_585 right_face_585,0.06409595161676407
left_face_586 right_face_586,-0.03149280697107315
left_face_587 right_face_587,0.052989158779382706
left_face_588 right_face_588,0.03192093223333359
left_face_589 right_face_589,0.05129523575305939
left_face_590 right_face_590,-0.030472513288259506
left_face_591 right_face_591,0.051947906613349915
left_face_592 right_face_592,-0.020255016162991524
left_face_593 right_face_593,0.05710732564330101
left_face_594 right_face_594,0.042092349380254745
left_face_595 right_face_595,0.06249573454260826
left_face_596 right_face_596,0.10080104321241379
left_face_597 right_face_597,0.027639271691441536
left_face_598 right_face_598,-0.0025449248496443033
left_face_599 right_face_599,0.0037610086146742105
left_face_600 right_face_600,0.6701809763908386
left_face_601 right_face_601,0.5906473398208618
left_face_602 right_face_602,0.6922093629837036
left_face_603 right_face_603,0.7490218281745911
left_face_604 right_face_604,0.6030616164207458
left_face_605 right_face_605,0.4398810863494873
left_face_606 right_face_606,0.7452446818351746
left_face_607 right_face_607,0.29017671942710876
left_face_608 right_face_608,0.48333612084388733
left_face_609 right_face_609,0.500667154788971
left_face_610 right_face_610,0.33882805705070496
left_face_611 right_face_611,0.6447053551673889
left_face_612 right_face_612,0.7132770419120789
left_face_613 right_face_613,0.6672361493110657
left_face_614 right_face_614,0.6528632640838623
left_face_615 right_face_615,0.7069868445396423
left_face_616 right_face_616,0.2565935254096985
left_face_617 right_face_617,0.3850947320461273
left_face_618 right_face_618,0.43779081106185913
left_face_619 right_face_619,0.35953807830810547
left_face_620 right_face_620,0.1341339498758316
left_face_621 right_face_621,0.5878376364707947
left_face_622 right_face_622,0.6363434195518494
left_face_623 right_face_623,0.3449845612049103
left_face_624 right_face_624,0.5160865187644958
left_face_625 right_face_625,0.12479524314403534
left_face_626 right_face_626,0.2903858721256256
left_face_627 right_face_627,0.5154935717582703
left_face_628 right_face_628,0.4088185429573059
left_face_629 right_face_629,0.2130437046289444
left_face_630 right_face_630,0.28099334239959717
left_face_631 right_face_631,0.5610615015029907
left_face_632 right_face_632,0.6794636249542236
left_face_633 right_face_633,0.32490575313568115
left_face_634 right_face_634,0.6804822087287903
left_face_635 right_face_635,0.6324127912521362
left_face_636 right_face_636,0.6674786806106567
left_face_637 right_face_637,0.49598151445388794
left_face_638 right_face_638,0.6507263779640198
left_face_639 right_face_639,0.6080785989761353
left_face_640 right_face_640,0.3862401843070984
left_face_641 right_face_641,0.5566989779472351
left_face_642 right_face_642,0.5275806188583374
left_face_643 right_face_643,0.587503969669342
left_face_644 right_face_644,0.4769672453403473
left_face_645 right_face_645,0.6541182994842529
left_face_646 right_face_646,0.5488002300262451
left_face_647 right_face_647,0.6550635099411011
left_face_648 right_face_648,0.6509830355644226
left_face_649 right_face_649,0.331104040145874
left_face_650 right_face_650,0.3646240830421448
left_face_651 right_face_651,0.3797200620174408
left_face_652 right_face_652,0.44875121116638184
left_face_653 right_face_653,0.49531611800193787
left_face_654 right_face_654,0.5201089978218079
left_face_655 right_face_655,0.25624459981918335
left_face_656 right_face_656,0.6847807765007019
left_face_657 right_face_657,0.1862213909626007
left_face_658 right_face_658,0.45019352436065674
left_face_659 right_face_659,0.4594883322715759
left_face_660 right_face_660,0.5462601184844971
left_face_661 right_face_661,0.3664731979370117
left_face_662 right_face_662,0.5608336329460144
